income,age,employment_years,num_credit_lines,outstanding_debt,credit_utilisation,late_payments,delinquencies,mortgage,loan_amount,default
26230.42,55,17,2,8746.4,0.333,0,0,0,4454.74,1
52514.89,39,0,7,33557.86,0.639,1,0,1,4383.23,1
34936.19,53,21,9,20251.84,0.58,0,0,1,0.0,1
71580.06,19,16,1,19001.5,0.265,0,4,0,0.0,1
48773.36,55,8,4,17335.6,0.355,0,0,0,16359.81,1
58718.85,24,2,8,28617.48,0.487,3,0,0,0.0,1
8000.0,39,35,3,456.71,0.057,1,0,0,25687.57,0
38288.55,67,32,0,625.56,0.016,2,0,0,27941.69,0
48211.03,37,27,4,11309.08,0.235,2,0,0,0.0,1
44472.3,57,0,5,0.0,0.0,0,0,1,1095.33,0
59223.14,38,34,11,15241.03,0.257,0,0,1,15050.21,1
32681.92,69,18,9,14722.46,0.45,2,0,1,23270.54,1
40975.74,72,19,2,13065.55,0.319,0,0,0,9689.05,1
63624.54,69,35,3,10941.19,0.172,0,0,1,1488.05,1
8000.0,40,17,2,35595.16,4.449,0,0,0,4135.17,1
51787.01,36,9,10,29288.62,0.566,0,0,0,9121.28,1
33322.3,52,9,4,11875.13,0.356,1,0,0,2623.21,1
21753.64,64,37,10,13570.78,0.624,2,0,1,20196.4,1
46730.88,47,21,0,35318.25,0.756,0,0,1,1061.97,1
64549.03,60,23,6,7686.59,0.119,0,0,0,12591.38,0
60782.88,67,23,0,1594.32,0.026,0,0,1,15618.87,0
37297.74,60,8,6,17133.23,0.459,0,0,0,8098.77,1
57514.82,39,16,0,21960.07,0.382,0,0,0,5737.87,1
57361.36,32,38,1,23063.72,0.402,0,0,0,7758.19,1
38252.57,42,5,1,26241.92,0.686,1,0,1,0.0,1
26138.39,50,38,8,1625.18,0.062,1,0,1,15748.31,0
27295.32,66,10,7,0.0,0.0,0,2,1,6693.03,0
56757.07,35,11,6,6907.2,0.122,0,0,1,5483.07,0
39157.06,27,0,2,22643.32,0.578,0,0,1,0.0,1
19076.36,35,26,3,0.0,0.0,0,0,0,27479.79,0
8000.0,51,12,4,0.0,0.0,1,0,0,16572.13,1
56636.63,31,18,11,17827.7,0.315,0,0,0,0.0,1
29064.43,40,23,8,4400.18,0.151,0,0,0,13652.53,1
46607.76,32,25,0,0.0,0.0,0,0,1,1907.27,0
64794.14,74,38,0,17596.18,0.272,1,0,0,0.0,1
13821.51,47,22,4,5588.06,0.404,1,0,0,681.04,1
39097.25,59,7,2,39049.47,0.999,0,0,0,13188.04,1
36586.12,47,28,4,14991.27,0.41,0,0,1,6559.76,1
47594.86,18,2,11,23550.76,0.495,0,0,1,7493.92,1
64783.2,33,33,2,16219.87,0.25,1,1,0,10835.52,1
13410.96,65,11,7,2378.15,0.177,1,0,0,17389.29,1
51395.96,47,28,5,7825.39,0.152,2,0,0,31117.83,0
60630.48,58,6,7,32277.43,0.532,0,2,1,5365.98,1
36272.46,61,16,6,24844.08,0.685,0,0,0,3751.35,1
37251.06,49,27,6,0.0,0.0,0,0,0,9060.49,0
48368.99,50,24,3,0.0,0.0,0,4,0,15049.99,0
46896.34,31,0,11,0.0,0.0,0,0,0,18972.13,1
51647.05,32,1,3,31066.2,0.601,1,0,0,0.0,1
51225.61,26,39,1,0.0,0.0,0,0,1,32249.73,0
20360.55,34,21,1,23833.37,1.171,0,0,1,0.0,1
59805.33,53,34,0,21955.89,0.367,0,0,0,16911.95,1
63335.66,70,2,4,18535.76,0.293,1,0,0,15513.76,1
43721.66,43,19,9,7277.25,0.166,0,0,0,0.0,1
10116.89,52,23,1,28840.94,2.85,0,0,0,10694.13,1
37705.09,67,36,0,15472.53,0.41,1,0,0,0.0,1
43888.12,56,28,6,0.0,0.0,0,0,0,0.0,0
17108.0,32,25,6,0.0,0.0,0,0,0,7330.15,0
32797.24,34,11,6,0.0,0.0,0,0,0,9415.77,0
11812.61,54,39,0,29186.27,2.471,1,0,0,20450.49,1
52145.84,34,13,2,36578.41,0.701,0,0,1,1075.77,1
43319.11,32,11,4,30626.06,0.707,1,0,1,11638.21,1
8000.0,51,28,8,8653.0,1.081,0,0,0,17258.12,1
47029.3,54,39,7,0.0,0.0,1,0,0,7419.02,0
38869.82,32,34,9,0.0,0.0,0,0,0,7945.88,0
50328.29,20,7,6,199.73,0.004,0,0,0,0.0,0
32169.35,61,32,4,12531.54,0.39,2,0,1,0.0,1
23970.41,40,14,6,33208.68,1.385,1,0,0,0.0,1
24583.11,54,8,4,33211.08,1.351,0,0,1,21919.68,1
29236.6,27,37,1,5598.62,0.191,1,0,0,21958.69,1
40376.5,35,37,6,0.0,0.0,0,0,0,20483.47,0
42959.17,52,14,3,0.0,0.0,0,0,1,11711.76,0
36185.6,25,1,3,31447.57,0.869,2,0,1,13220.71,1
31533.61,36,8,8,16627.79,0.527,3,0,1,3891.28,1
32971.93,58,21,0,7962.5,0.241,0,0,0,4274.88,1
90154.5,61,2,0,12634.97,0.14,1,0,1,0.0,1
24585.5,38,9,4,1195.79,0.049,0,0,0,10094.88,1
28840.56,24,5,7,0.0,0.0,2,0,1,12711.74,1
105877.08,19,38,10,51668.66,0.488,0,0,0,1834.16,1
48420.27,49,14,6,40619.28,0.839,1,0,1,17125.55,1
12400.39,57,15,3,0.0,0.0,0,0,1,20286.26,1
56853.74,51,16,4,0.0,0.0,0,0,0,0.0,0
21799.22,41,0,4,14715.2,0.675,0,0,0,31100.16,1
58181.23,19,21,4,13606.1,0.234,0,0,1,13445.22,0
35780.75,30,36,8,23000.21,0.643,0,0,0,23512.35,1
31204.08,20,32,9,25939.51,0.831,1,0,0,1118.86,1
72183.3,44,10,8,0.0,0.0,0,0,1,22508.83,0
51328.03,35,0,4,34336.07,0.669,0,0,1,14619.26,1
59459.79,22,30,3,10648.55,0.179,0,0,1,5066.97,0
48698.39,52,33,0,23988.49,0.493,1,0,1,0.0,1
31111.11,39,36,9,9189.13,0.295,1,0,1,8101.11,1
52227.09,72,23,11,29060.06,0.556,1,0,1,15791.09,1
64184.31,41,18,0,0.0,0.0,1,0,1,8768.99,0
42694.76,23,30,1,25344.48,0.594,1,0,0,8885.77,1
76032.85,58,27,2,5124.49,0.067,0,0,0,3124.96,0
57009.74,58,30,9,16802.94,0.295,0,0,1,0.0,1
44239.65,70,11,2,33094.51,0.748,1,0,1,9774.25,1
45029.73,57,36,0,2455.72,0.055,1,0,0,0.0,1
42744.74,38,1,4,0.0,0.0,0,0,0,17510.72,1
14975.22,56,3,4,5917.84,0.395,1,0,1,16401.8,1
38198.56,63,26,4,7293.8,0.191,0,0,0,24694.62,1
44423.73,47,22,6,0.0,0.0,1,0,0,4226.55,1
31678.3,63,22,2,14761.91,0.466,1,0,1,7574.53,1
46753.54,73,36,0,17047.91,0.365,1,0,0,0.0,1
40426.15,61,34,1,20987.44,0.519,1,0,1,2450.47,1
55473.84,46,28,8,3253.82,0.059,0,0,1,7942.64,1
53262.25,46,6,7,1166.19,0.022,0,0,0,8781.47,0
43343.07,65,3,3,12555.36,0.29,0,0,0,4198.05,1
12655.74,67,5,11,7589.89,0.6,1,0,0,1737.44,1
75814.45,32,24,6,14193.86,0.187,0,0,1,10435.64,1
37162.18,18,28,9,3107.77,0.084,0,0,0,5012.27,0
38382.27,63,31,9,18788.83,0.49,0,0,1,21106.48,1
33149.58,31,4,3,0.0,0.0,0,0,1,10524.4,1
30231.77,74,10,7,11190.55,0.37,2,0,1,2662.91,1
70881.16,20,13,7,12492.59,0.176,2,0,0,18834.8,1
67720.89,69,25,5,16270.22,0.24,0,0,1,0.0,1
48887.87,56,1,7,32667.83,0.668,0,0,1,4086.1,1
37850.0,35,33,4,0.0,0.0,2,2,1,0.0,0
52382.36,19,3,1,0.0,0.0,1,0,1,5458.8,0
41475.94,66,20,0,5234.72,0.126,0,0,0,21731.66,1
36195.54,24,37,5,0.0,0.0,0,0,0,9874.72,0
46762.12,23,7,10,0.0,0.0,0,0,0,0.0,0
31176.85,63,27,2,39312.95,1.261,1,0,1,4166.26,1
45045.29,56,21,7,22900.18,0.508,0,0,1,10667.47,1
44084.42,25,32,1,24415.8,0.554,0,0,0,10906.04,1
52058.72,37,23,7,10923.85,0.21,0,0,0,6256.0,1
27617.26,55,33,2,19073.99,0.691,1,0,0,15691.7,1
54202.73,55,16,5,9080.67,0.168,0,0,1,13857.79,1
21873.77,38,6,9,24402.19,1.116,2,0,1,6482.78,1
28548.67,41,27,4,15690.85,0.55,1,0,1,10373.44,1
29421.5,22,38,11,12394.27,0.421,0,0,1,6594.12,1
18558.96,18,17,0,12439.82,0.67,0,0,0,8561.64,1
60313.25,73,32,1,38013.07,0.63,0,0,0,9907.14,1
20618.95,31,35,2,14571.86,0.707,1,1,1,18160.76,1
26021.67,70,25,2,0.0,0.0,1,0,0,12724.25,1
65108.15,20,31,5,21553.68,0.331,0,0,1,8032.38,1
28588.35,74,22,10,20194.44,0.706,1,0,0,3953.98,1
36237.15,42,32,2,11453.07,0.316,0,0,0,14631.31,0
19759.42,63,13,4,11194.4,0.567,0,0,0,11174.5,1
56659.02,65,21,0,0.0,0.0,0,0,0,7039.76,0
56934.72,38,3,8,17149.61,0.301,1,0,1,4954.72,1
54778.92,60,7,6,0.0,0.0,1,0,1,8656.31,0
50750.6,37,23,0,11313.43,0.223,0,0,0,1326.63,0
41471.78,62,28,5,4107.34,0.099,0,0,1,0.0,0
29512.47,72,1,2,27694.84,0.938,0,0,0,23736.42,1
23700.61,64,2,5,35619.21,1.503,0,0,0,24019.09,1
65798.11,59,0,3,0.0,0.0,0,0,0,9507.68,1
55296.09,39,20,9,15460.3,0.28,0,0,0,13395.78,1
26133.92,24,13,0,7958.0,0.304,2,0,1,5863.0,1
40796.64,46,2,7,21046.24,0.516,0,0,1,13233.44,1
33997.7,25,31,9,14843.39,0.437,1,0,1,9248.46,1
17435.79,46,21,0,5932.95,0.34,0,0,0,10111.65,1
43553.03,67,0,10,15761.56,0.362,1,0,1,0.0,1
31690.15,24,27,9,9949.25,0.314,0,0,0,26035.2,1
20949.27,69,36,3,35931.95,1.715,0,0,1,0.0,1
10417.35,52,16,5,0.0,0.0,0,0,0,16625.02,0
8723.93,20,37,8,14734.69,1.689,1,2,0,225.73,1
32571.48,59,16,6,20901.65,0.642,0,0,1,0.0,1
38298.1,18,3,9,20406.97,0.533,0,0,0,17686.62,1
22493.98,52,4,10,7781.06,0.346,1,0,0,9926.81,1
53014.79,46,2,4,35825.59,0.676,0,0,1,0.0,1
38689.07,60,12,1,0.0,0.0,0,0,0,14931.35,1
51537.71,39,15,5,0.0,0.0,0,0,1,4709.05,0
36341.78,24,17,7,23587.73,0.649,1,4,1,26533.25,1
24257.65,40,19,9,0.0,0.0,0,0,1,0.0,0
42282.35,61,34,3,150.59,0.004,2,0,0,2013.98,0
14746.51,72,0,11,4466.72,0.303,0,1,1,16548.54,1
50788.77,29,35,0,3294.23,0.065,1,0,0,4072.65,0
21257.02,38,9,6,21682.04,1.02,0,0,0,173.48,1
58364.65,67,38,5,29402.54,0.504,0,0,0,10615.42,1
33230.89,35,5,8,14647.82,0.441,1,0,1,19333.89,1
61250.67,31,4,3,31944.46,0.522,0,1,0,7822.98,1
17547.54,65,4,11,0.0,0.0,2,3,0,6202.81,1
26444.61,46,11,0,13782.78,0.521,0,0,0,753.01,0
47618.7,51,37,9,34981.17,0.735,1,0,0,3824.47,1
63409.94,45,18,5,30993.83,0.489,1,0,0,0.0,1
73332.18,52,6,6,38877.63,0.53,1,0,0,20556.77,1
40827.32,33,25,3,5232.05,0.128,0,0,0,15411.52,0
76754.91,59,20,4,31433.34,0.41,0,0,1,0.0,0
34206.71,38,28,5,7019.03,0.205,0,0,1,2612.06,0
61975.35,47,29,3,25124.83,0.405,0,0,0,15798.55,1
21156.38,28,31,0,31778.79,1.502,0,0,0,14838.79,1
48404.01,18,6,4,2929.39,0.061,1,4,0,7320.92,1
8000.0,50,19,4,0.0,0.0,0,0,1,5799.57,0
17568.18,25,25,8,39470.3,2.247,1,0,0,8256.96,1
49333.54,70,22,5,22255.26,0.451,1,0,1,3827.67,1
13751.22,72,38,6,9768.93,0.71,0,0,1,19050.89,1
48538.99,36,38,5,12423.79,0.256,2,0,1,15303.55,1
58129.16,34,32,5,0.0,0.0,1,0,1,11170.39,0
29973.6,46,9,8,16128.33,0.538,0,0,0,0.0,1
20620.94,29,21,8,4103.62,0.199,0,0,0,2154.11,1
30516.27,67,32,11,13838.75,0.453,0,0,0,2023.26,1
20683.75,23,10,5,12522.77,0.605,0,0,0,4636.71,1
37975.73,43,28,0,0.0,0.0,1,0,0,10059.79,0
42041.81,28,9,7,21553.66,0.513,0,0,0,24056.47,1
33879.8,65,5,4,16222.52,0.479,0,0,0,10026.6,1
73487.18,26,9,1,22197.77,0.302,0,0,0,0.0,1
25611.92,43,37,10,9809.9,0.383,0,0,0,15070.8,1
67828.66,65,39,7,17516.72,0.258,0,0,0,0.0,0
19175.22,43,34,7,14509.65,0.757,0,0,0,12803.17,1
41455.55,28,10,7,18259.5,0.44,1,0,1,3887.98,1
63662.11,26,31,11,23500.0,0.369,0,0,0,13987.24,1
62627.14,52,8,8,20504.15,0.327,0,0,1,13517.38,1
31594.84,25,5,8,40905.42,1.295,0,1,1,9950.21,1
51101.39,38,10,9,4219.91,0.083,0,0,0,0.0,1
48423.58,52,5,8,9218.04,0.19,0,0,0,2009.95,0
29201.22,39,25,8,38314.47,1.312,0,0,0,13341.37,1
52319.0,65,27,0,12912.86,0.247,0,0,0,10023.28,0
77249.84,57,1,4,31699.55,0.41,0,0,0,26433.47,1
49434.01,25,4,3,16975.97,0.343,0,0,1,9607.48,1
51327.13,64,19,10,11715.54,0.228,3,0,0,15987.17,1
53443.1,69,4,7,30138.03,0.564,1,0,1,4199.7,1
10780.47,29,33,6,18854.39,1.749,0,0,0,0.0,1
49204.49,38,16,6,0.0,0.0,1,0,1,19647.01,0
19664.81,40,16,8,14568.88,0.741,0,0,0,978.53,1
28202.26,42,0,9,0.0,0.0,2,0,1,0.0,1
83238.84,44,28,2,37391.17,0.449,0,0,0,0.0,1
34934.77,68,28,11,39797.33,1.139,0,0,0,11698.16,1
25196.52,55,30,9,40629.23,1.612,0,0,0,1326.48,1
63051.65,69,21,2,21667.87,0.344,1,0,1,0.0,1
21046.46,37,10,7,5181.13,0.246,0,0,1,27241.12,1
31051.62,47,3,5,17931.54,0.577,1,4,0,0.0,1
64981.04,24,12,4,2402.24,0.037,2,0,0,3898.34,0
40855.35,33,21,10,49268.02,1.206,2,0,0,24221.44,1
8768.06,51,4,3,28792.16,3.283,0,0,0,8593.87,1
50879.79,27,2,10,19655.87,0.386,2,0,0,32623.75,1
32070.68,72,8,7,28162.81,0.878,1,0,0,15829.36,1
70797.03,33,2,9,9703.84,0.137,0,0,1,0.0,1
27876.26,27,0,8,0.0,0.0,0,0,0,15500.76,0
61024.52,62,19,7,0.0,0.0,3,0,0,2337.92,1
75513.96,23,29,2,18797.25,0.249,0,0,0,5460.89,1
22981.14,36,19,11,9175.8,0.399,0,0,1,0.0,1
36135.74,29,3,7,21402.91,0.592,0,0,0,1464.27,1
47772.51,57,13,4,14973.34,0.313,0,0,1,15249.83,1
22853.08,66,1,3,19393.59,0.849,1,0,0,0.0,1
45405.9,29,24,1,26706.84,0.588,0,0,1,0.0,1
35501.59,41,9,3,0.0,0.0,2,0,1,12101.02,1
35098.65,45,15,1,26543.36,0.756,0,0,1,5549.93,1
40978.77,57,36,10,7999.17,0.195,0,0,0,17196.68,1
41425.29,38,23,5,21906.21,0.529,0,0,1,330.41,1
43277.62,47,30,7,29661.16,0.685,1,0,0,18220.2,1
28023.47,46,13,9,28238.76,1.008,0,0,1,15146.78,1
28896.57,18,37,11,14826.95,0.513,1,0,1,13160.69,1
37628.25,50,28,5,16439.96,0.437,1,0,0,0.0,1
39104.85,50,20,0,27289.17,0.698,0,0,1,7403.86,1
31223.01,74,23,7,0.0,0.0,0,0,0,17027.93,0
46478.79,47,24,11,374.19,0.008,0,0,1,2465.16,0
8000.0,69,6,4,6611.15,0.826,0,0,0,0.0,1
25390.67,37,10,1,0.0,0.0,0,0,1,1229.69,0
34401.44,57,27,8,9364.39,0.272,1,0,0,0.0,1
22877.7,69,17,7,7392.54,0.323,0,0,0,1929.64,0
72583.96,26,31,1,18564.99,0.256,0,0,0,0.0,1
40377.24,50,21,0,13184.47,0.327,0,0,0,15743.1,0
43535.39,70,2,6,30393.77,0.698,0,0,0,14082.38,1
30335.39,49,26,1,21628.61,0.713,0,0,0,0.0,1
39684.42,68,24,2,12902.97,0.325,0,0,1,3668.74,1
15694.93,41,14,3,6570.56,0.419,1,0,1,0.0,1
36603.66,68,31,5,12946.99,0.354,2,0,0,12862.96,1
21259.83,53,14,9,11678.07,0.549,0,0,1,0.0,1
34451.93,45,4,5,51226.54,1.487,0,0,0,0.0,1
8000.0,30,4,10,0.0,0.0,0,3,1,8999.42,1
17439.94,27,36,7,0.0,0.0,0,0,1,0.0,0
69278.53,34,15,4,833.96,0.012,0,0,0,24766.41,0
56607.95,61,16,6,19699.87,0.348,0,0,0,801.0,1
66380.79,44,12,1,20083.18,0.303,0,0,0,15325.69,1
67754.43,40,29,11,8179.37,0.121,0,0,0,16825.04,1
53459.75,44,24,3,28787.74,0.538,0,4,1,0.0,1
30942.63,37,35,10,18639.12,0.602,0,0,0,5370.65,1
19254.98,64,35,7,25997.0,1.35,1,0,1,0.0,1
62934.89,40,39,3,34345.3,0.546,1,0,1,17051.1,1
41291.36,44,13,5,0.0,0.0,0,0,1,7228.59,0
89880.46,49,23,1,29272.3,0.326,0,0,0,16903.69,1
32698.04,54,13,7,0.0,0.0,0,0,1,24317.92,0
79457.92,37,28,0,21686.98,0.273,0,0,0,25262.09,1
36864.16,22,29,7,12592.98,0.342,0,0,0,0.0,1
66720.97,57,10,2,16218.89,0.243,0,0,1,0.0,1
73933.83,49,34,1,0.0,0.0,1,0,0,0.0,1
19541.0,54,11,2,27411.4,1.403,2,0,1,19349.05,1
30300.04,48,39,1,0.0,0.0,1,0,0,15519.21,0
19340.42,47,34,10,23192.05,1.199,1,0,0,14794.49,1
15401.11,72,0,11,0.0,0.0,0,0,1,13488.91,1
53341.34,21,15,11,15066.29,0.282,0,0,1,3904.51,1
36067.43,23,15,8,40672.61,1.128,0,0,1,8895.78,1
41047.33,71,32,2,49529.19,1.207,0,0,1,11358.41,1
51124.78,68,28,9,0.0,0.0,0,0,1,9127.81,0
8000.0,41,2,9,231.93,0.029,1,0,0,1527.31,0
65735.32,48,33,2,8733.61,0.133,0,0,1,24097.13,1
33018.12,43,8,10,47127.62,1.427,0,0,1,0.0,1
50648.03,74,14,11,14039.9,0.277,1,0,0,3815.02,1
52414.26,43,6,4,31361.39,0.598,0,0,1,22616.0,1
67415.93,61,6,7,21237.2,0.315,1,0,0,17294.52,1
37902.85,38,21,10,0.0,0.0,0,0,1,0.0,0
8000.0,39,3,3,0.0,0.0,0,0,1,0.0,1
41142.55,56,3,11,4917.88,0.12,2,0,0,0.0,1
44014.14,40,31,3,49154.51,1.117,1,3,0,9192.43,1
19314.78,18,13,11,15795.68,0.818,1,0,1,8609.99,1
42949.81,27,25,2,30110.59,0.701,2,0,1,7666.69,1
32779.63,67,39,8,0.0,0.0,0,0,0,13755.25,0
13144.92,38,2,6,6436.16,0.49,1,0,1,8269.34,1
53429.7,23,31,4,27025.63,0.506,0,0,0,17536.99,1
28725.5,71,4,5,0.0,0.0,2,3,0,15575.45,0
31872.42,74,30,2,12227.73,0.384,0,0,0,0.0,1
30748.42,46,12,8,0.0,0.0,0,0,0,8881.81,1
64709.57,53,5,11,28867.47,0.446,0,0,0,5854.19,1
39181.68,61,9,7,19895.92,0.508,0,0,0,10740.78,1
41582.0,21,14,3,24408.98,0.587,0,0,0,5588.15,1
31187.28,34,29,8,26184.85,0.84,1,4,0,0.0,1
49257.34,50,27,5,11510.61,0.234,0,0,1,12580.87,1
66986.36,49,29,11,31747.11,0.474,1,0,1,14949.84,1
52957.22,36,0,3,6448.0,0.122,1,0,1,0.0,0
53737.34,18,39,6,24759.54,0.461,0,0,1,25276.64,1
52124.6,72,17,5,0.0,0.0,0,0,0,17394.62,0
12395.15,53,4,10,44.17,0.004,0,0,1,0.0,1
22477.62,61,37,1,46984.81,2.09,0,0,0,0.0,1
35900.25,42,31,7,22754.84,0.634,3,0,0,10021.42,1
25482.72,46,3,9,21718.48,0.852,0,0,0,9292.56,1
18709.26,43,17,4,0.0,0.0,2,0,0,14198.24,1
8000.0,42,36,6,0.0,0.0,1,0,1,12915.49,0
13069.42,56,27,3,7341.54,0.562,1,0,0,13864.93,1
34869.49,74,7,5,12480.02,0.358,3,0,0,0.0,1
38611.47,62,28,11,42578.15,1.103,0,0,1,6598.12,1
24138.92,56,7,4,27697.98,1.147,1,0,1,11433.53,1
41578.5,18,14,2,15791.77,0.38,0,0,0,5632.05,1
31323.33,47,7,6,14118.03,0.451,0,0,0,14469.12,1
61811.47,72,27,5,27553.26,0.446,0,0,1,18770.65,1
36767.48,40,37,9,0.0,0.0,0,0,1,0.0,0
53926.62,49,1,0,0.0,0.0,2,3,0,7648.24,1
44064.28,36,24,10,25557.25,0.58,1,0,1,2711.87,1
11958.58,28,9,8,12276.05,1.026,0,0,1,3755.37,1
38186.84,58,30,10,0.0,0.0,2,0,1,0.0,0
15287.52,35,5,4,0.0,0.0,2,0,0,12131.59,0
37837.58,51,14,5,27191.76,0.719,0,0,1,36662.63,1
25097.38,51,8,4,4686.41,0.187,1,0,1,12179.52,1
47639.26,66,34,10,20767.84,0.436,1,0,0,30890.31,1
13152.91,71,3,0,7358.89,0.559,0,0,1,20911.57,1
40294.04,49,23,6,13515.82,0.335,0,0,1,476.06,1
51448.31,20,4,3,6261.07,0.122,0,0,0,12242.56,0
58151.91,51,23,7,14667.54,0.252,0,0,1,15853.83,1
24716.64,68,30,11,21127.76,0.855,1,0,1,15331.18,1
40355.02,45,30,8,9899.57,0.245,0,0,0,788.97,1
43682.94,50,1,0,9375.94,0.215,1,0,0,10107.41,1
70942.53,61,30,4,26207.32,0.369,0,0,0,24722.11,1
10373.4,43,11,0,21150.04,2.039,0,0,0,0.0,1
21777.95,41,27,5,0.0,0.0,0,0,0,18340.67,0
96089.25,45,38,2,19175.29,0.2,0,0,0,19812.54,1
34538.05,66,4,8,5597.36,0.162,2,0,0,0.0,1
8000.0,45,14,6,11005.77,1.376,0,0,0,1719.28,1
28349.0,36,34,3,34344.4,1.211,1,0,0,5234.27,1
8000.0,52,5,10,16184.51,2.023,0,0,1,16759.79,1
44818.41,57,10,8,46945.51,1.047,2,0,0,8073.89,1
56195.7,70,21,7,18913.49,0.337,0,0,0,2490.8,1
21766.75,68,39,4,9679.8,0.445,1,3,0,8792.68,1
30585.52,62,11,3,12763.32,0.417,0,0,1,12338.67,1
58473.08,61,15,7,17986.76,0.308,1,0,0,6388.48,1
8000.0,43,31,9,15642.77,1.955,1,0,1,24256.12,1
13568.58,37,4,10,0.0,0.0,0,0,0,8339.38,1
35437.7,50,13,9,10046.37,0.283,2,0,1,15409.39,1
24953.3,58,12,0,1629.39,0.065,0,0,1,0.0,1
34122.66,47,16,11,28856.6,0.846,1,0,1,11631.76,1
14724.99,29,22,2,0.0,0.0,0,0,1,2930.68,0
44286.27,18,8,0,16782.17,0.379,0,0,0,2946.8,1
37015.34,21,15,6,0.0,0.0,0,0,0,23414.64,0
50983.81,42,36,5,21581.95,0.423,0,0,0,1415.31,1
44007.99,63,33,1,8417.23,0.191,0,0,1,2865.93,1
44133.8,63,38,2,0.0,0.0,0,0,1,0.0,0
11073.85,64,27,2,25240.84,2.279,0,0,0,0.0,1
49851.83,58,23,5,0.0,0.0,0,0,1,0.0,0
33382.67,19,8,8,12866.97,0.385,0,0,1,19784.76,1
36668.03,68,6,8,24034.66,0.655,1,0,1,11679.94,1
60965.29,72,21,0,36747.5,0.603,1,3,1,16059.88,1
25611.29,66,16,2,0.0,0.0,1,0,0,12648.16,1
67023.69,43,31,7,8962.01,0.134,1,0,1,0.0,0
68889.51,30,0,9,33143.75,0.481,0,0,0,16169.24,1
55055.69,69,35,0,32774.18,0.595,0,0,0,6072.43,1
20387.58,28,6,4,31249.91,1.533,1,0,0,13802.56,1
8000.0,62,15,1,49223.72,5.0,0,0,0,0.0,1
61576.7,73,14,5,8527.28,0.138,0,0,1,0.0,1
42227.7,69,36,4,19808.5,0.469,0,4,0,950.36,1
25096.05,47,28,2,7321.64,0.292,2,0,1,11060.35,1
63471.25,65,1,11,0.0,0.0,0,0,1,0.0,0
22768.82,65,34,9,10926.84,0.48,1,0,0,30738.23,1
31516.89,73,27,6,0.0,0.0,0,0,0,20627.19,0
50497.81,38,2,9,7237.35,0.143,0,0,0,21015.92,1
17727.94,53,31,3,0.0,0.0,1,0,0,22372.68,0
37810.38,64,1,11,20363.9,0.539,0,0,1,13449.03,1
61782.74,30,17,4,4500.38,0.073,0,0,0,0.0,0
44222.21,30,6,4,0.0,0.0,1,0,0,12585.44,0
64948.53,40,0,6,29479.73,0.454,0,0,0,3076.81,1
62672.05,38,22,6,7210.93,0.115,0,0,1,5681.02,1
40154.77,60,27,7,7533.95,0.188,1,0,1,16554.05,1
8000.0,71,19,9,0.0,0.0,0,0,0,2367.65,0
17884.55,26,13,3,29024.6,1.623,0,0,0,1843.52,1
55266.68,36,20,8,19584.45,0.354,0,0,0,17610.05,1
8994.97,71,6,2,1703.17,0.189,1,0,1,0.0,1
33466.15,51,1,2,0.0,0.0,0,0,0,4906.36,1
46769.61,29,6,5,52336.47,1.119,0,0,0,7158.79,1
69391.41,52,2,6,46629.65,0.672,0,0,0,13808.32,1
28499.61,67,30,7,34496.49,1.21,0,0,1,15313.85,1
27130.25,39,24,1,2165.45,0.08,1,1,0,1355.81,1
38951.08,45,7,9,6380.9,0.164,0,0,1,0.0,0
47018.26,52,22,6,20711.81,0.44,0,0,1,20795.38,1
36915.06,65,19,7,283.7,0.008,3,0,0,0.0,1
60985.37,50,4,8,1257.55,0.021,1,0,1,12062.86,1
24017.12,72,38,8,34280.09,1.427,0,0,1,7528.06,1
42403.22,61,37,5,13413.22,0.316,1,0,1,10616.31,1
48904.25,42,30,5,0.0,0.0,1,0,0,11085.91,1
31995.34,45,32,2,27489.54,0.859,0,0,1,5622.13,1
56794.2,57,21,6,7070.95,0.124,0,0,1,7164.59,1
42979.17,22,32,2,0.0,0.0,0,0,1,11333.6,1
55776.91,30,21,7,0.0,0.0,0,0,0,10669.13,1
43882.08,31,6,5,6640.81,0.151,1,0,1,0.0,0
47528.09,63,6,2,18052.2,0.38,0,0,0,7310.55,1
27352.16,64,34,5,15311.28,0.56,0,0,0,15998.83,1
27384.57,64,17,11,31155.01,1.138,0,0,1,779.25,1
64487.93,24,29,6,12893.3,0.2,0,3,1,12626.28,0
52710.21,34,5,4,8286.22,0.157,1,0,0,18209.74,1
19540.7,35,17,5,30629.77,1.567,0,0,0,8934.11,1
43617.27,19,3,7,29042.23,0.666,0,0,0,9239.49,1
8000.0,32,8,1,7598.14,0.95,0,2,1,0.0,1
28521.2,42,4,6,17232.56,0.604,0,0,0,7068.76,1
59220.55,68,8,0,8792.22,0.148,2,0,1,12977.11,0
37497.09,27,24,10,0.0,0.0,1,0,1,3630.44,0
42358.25,67,0,7,47194.37,1.114,1,0,1,4139.65,1
8000.0,64,7,1,2671.67,0.334,0,0,0,13190.82,1
32154.93,27,27,5,17640.38,0.549,1,0,1,11557.79,1
46765.44,32,5,10,0.0,0.0,1,0,0,12661.37,1
49305.8,44,22,11,25977.35,0.527,2,1,1,0.0,1
59247.11,71,34,1,0.0,0.0,0,0,0,12228.09,0
35794.84,62,31,3,38748.86,1.082,1,0,1,0.0,1
